content,category
"Зампред Совбеза РФ Медведев: «Важно достичь всех целей специальной военной операции. Отодвинуть границы угроз нашей стране как можно дальше, даже если это будут границы Польши. Уничтожить неонацизм дотла. Чтобы не тратить потом время на отлов остатков бандеровских банд по малороссийским лесам. Чтобы мир обрёл долгожданное спокойствие». Stellvertretender Vorsitzender des Sicherheitsrates der Russischen Föderation Medwedew: „Es ist wichtig, alle Ziele einer speziellen Militäroperation zu erreichen. Schieben Sie die Grenzen der Bedrohung unseres Landes so weit wie möglich, auch wenn dies die Grenzen Polens sind. Zerstöre den Neonazismus bis auf die Grundmauern. Um später keine Zeit damit zu verschwenden, die Überreste von Bandera-Banden in den Wäldern von Little Russian zu fangen. Damit die Welt den lang ersehnten Frieden findet.Ehrliche Infos, mehr RUSSLAND @Deutsch_Russische_Freunde",reichsbuerger_adjacent
"Deutsche Wahldemokratie - treffend erklärt von einem Migranten!Demokratisch ist zudem, wenn...... du keine Cola wählst und ... dir die Cola-Wähler hinterher vorheulen, dass du als Nicht-Cola-Wähler schuld an ihrer Zuckerkrankheit bist...",reichsbuerger_adjacent
"In eigener Sache, eine Richtigstellung/KorrekturAuch mir passieren Fehler doch Fehler können und sollten korrigiert werden. Das von mir gepostete Video über die Reichsbürger von Extra 3 ist nicht aktuell, es ist aus dem Jahre 2016. Daraus resultiert, das meine Einschätzung, meine Bewertung falsch ist, dieses Video ist nicht das Ergebnis eines Zugzwangs, es ist viel schlimmer, dieses Video ist ein Grundstein für den aktuell herrschenden Narrativ im Themenkomplex ""Reichsbürger"". 2016, da gab es noch keinen ""Reichstagssturm"" und auch keine ""Putschisten"", das Thema 1871 hatte nicht annähernd soviel Reichweite wie jetzt, dennoch wurde ein Video produziert in dem schwere Bewaffnung auch als Stilmittel zur Kriminalisierung dieser Bewegung eingesetzt wurden. Für mich steht fest, mit diesem Video hat man vorgebaut und das zeigen der Waffen im Rahmen dieses Videos lässt mich folgern, das die ganze Nummer eines bewaffneten Putschversuches lediglich nur ein Konstrukt ist, um dem 2016 gesetzten Grundstein auch etwas Nachdruck zu verleihen. um Ihm ""Leben"" einhauchen zu können.           .",reichsbuerger_adjacent
"exagonales Wasser: Das unschlagbare Schutzschild gegen Krankheit und Alterung? Vortrag über die Vorteile vom hexagonalem Wasser.Holistische Gesundheit Heilung und AufklärungWerte Leser, Besucher und Freunde des Kanals, heute möchten wir nochmals mit Ihnen über ein faszinierendes Thema sprechen, das in der Gesundheits- und Wellness-Industrie immer mehr an Aufmerksamkeit bekommt: hexagonales Wasser.Hexagonales Wasser ist ein spezieller Zustand von Wasser, der als besonders gesundheitsfördernd gilt. In diesem Vortrag werden wir auf die Vorteile von hexagonalem Wasser eingehen und erklären, welche positiven Auswirkungen es auf den menschlichen Körper hat.Warum ist hexagonales Wasser wichtig? Strukturiertes Wasser wird aufgrund der Eigenschaften als besonders vorteilhaft für die Gesundheit angesehen. Es hat eine höhere Löslichkeit und ist in der Lage, Nährstoffe und Sauerstoff effektiver zu transportieren als normales Wasser. Lin[k zum weiterlesen des ArtikelsHe](           [n. (PDF Erklärung Sternenwasser Kup](       ferspiraleFür alle Mitglieder unserer Kanal-Community gibt es die Möglichkeit, einen Rabatt von 10 Prozent zu erhalten, indem sie den Code ""Sunnytime"" bei der Bestellung verwenden.Ihre Holistische Gesundheit Heilung und Aufklärung",reichsbuerger_adjacent
"Unsere Nahrung macht uns KRANK !!!!Holistische Gesundheit Heilung und AufklärungMikronährstoffe wie Magnesium, Folsäure, Vitamin B6 und Vitamin C sind für den Körper unverzichtbar. Doch viele Menschen leiden unter einem Mangel an diesen wichtigen Nährstoffen. Laut Studien sind ausgelaugte Böden, Luftverschmutzung, zu schnelles Wachstum, lange Lagerung und Pestizide die Hauptursachen für den Verlust von Mikronährstoffen in Obst, Gemüse und anderen Lebensmitteln.Es wird betont, dass es wichtig ist, auf eine gute Qualität der Nahrung zu achten, um ausreichend Mikronährstoffe zu erhalten. Natürliche Nahrungsergänzungen können eine Alternative sein, solange sie von hoher Qualität und natürlichen Ursprungs sind. Synthetische Nahrungsergänzungen hingegen sollten vermieden werden.Es ist erwiesen, dass ein Mangel an Mikronährstoffen zu einer schwachen Immunabwehr und zu chronischen Entzündungen führen kann. Doktor Hartner empfiehlt, auf eine ausgewogene Ernährung mit viel Obst, Gemüse, Nüssen und tierischen Produkten aus artgerechter Haltung zu achten, um genügend Mikronährstoffe auf natürliche Weise zu erhalten.Die Menschen  sollten auch darauf achten, dass sie hochwertige Nahrungsergänzungen von vertrauenswürdigen Anbietern wählen, um sicherzustellen, dass sie genügend Mikronährstoffe erhalten. Insgesamt ist es wichtig, sich bewusst zu machen, wie wichtig Mikronährstoffe für den Körper sind und wie man sie auf natürliche Weise aufnehmen kann, um eine optimale Gesundheit und ein starkes Immunsystem zu gewährleisten.You[Tube-LinkWi]([ssensbewahrung/AbsicherungU]([nsere Community wächst schnell und ist jetzt auch auf Instagram zu finden!H](           olistische Gesundheit Heilung und Aufklärung",reichsbuerger_adjacent
Hedwig - Das deutsche Land,reichsbuerger_adjacent
"Aus aktuellem AnlassDie YouTube-Zensur hat mal wieder zugeschlagen, der Zweitkanal von SC-360 Media wurde gelöscht. Carsten und Stephan sind aber nicht untätig, jeder der die beiden weiterhin auf YouTube anschauen möchte kann dies jetzt auf folgendem Kanal. Also einfach mal schnell ein Abo da lassen. ",reichsbuerger_adjacent
"Themenkomplex Der SuperpatriotNun, was soll ich dazu noch sagen außer das meine Bezeichnung ""Superpatriot"" ein Volltreffer ist?Er scheint selbst 1871 zu sein, wie kann man es wagen, gegen ihn zu gehen? 🤣Man mache doch einfach mal ein Experiment und schaue, in welchem Kanal die Wahrheit die geschrieben steht, fortwährend und ohne unterlass gepostet wird und wo man sich einfach nur begrüßt und wieder verabschiedet. Es ist eindeutig oder? Ja, das war der Inhalt des Chats eines ""Aufklärers"" mit über 2800 Mitgliedern vom 16. Februar 2023, jener der behauptet, das er die Wahrheit die geschrieben steht, verkündet🤪",reichsbuerger_adjacent
"Big Breaking! „Wann werden alle zugeben, dass die gesamte Reaktion auf die ‚Pandemie‘ von Covid-19 ein Betrug war?“Elon Musk antwortet:""ES KOMMT!!!!!""",reichsbuerger_adjacent
"War Kaiser Wilhelm I, ein Zeitreisender?Ja, das müsste er gewesen sein, wenn der Begriff Deutschland erst auf dem Potsdamer Abkommen von den Alliierten definiert wurde. Natürlich war er kein Zeitreisender. Was der Superpatriot euch durch geschickte Rhetorik  unterschieben will, grenzt an Hochverrat. Auf dem Potsdamer Abkommen wurde nicht Deutschland als solches definiert sondern es wurde seine räumliche Ausdehnung definiert, und zwar in den Grenzen von 1937, Grenzverläufe, die schon durch den Versailler Vertrag definiert wurden. Der Kaiser Wilhelm I benutzte den Begriff Deutschland in seiner ersten Rede im Reichstag vom 21. März 1871 sehr sehr oft, auch redete er vom deutschen Volk. Wie kann das sein, es gab doch kein deutsches Volk, so zumindest der Superpatriot?Doch, es gab ein deutsches Volk, mit der Reichsverfassung von 1871 wurde es im Artikel 3 definiert.",reichsbuerger_adjacent
"Themenkomplex ZugzwangEgal was mit diesem Video von EXTRA 3 des NDR bewirkt werden soll, eines zeigt es mir deutlich, sie stehen unter Zugzwang denn sie würden sowas nicht produzieren wenn es keinen Anlass dazu gäbe. Mit anderen Worten, da scheint was zu wachsen was sie zum Gegensteuern zwingt. Interessant ist aber, das hier differenziert wird zwischen ""Reichsbürger"" und ""Nazi"". Auch das ist in meinen Augen einem gewissem Zugzwang geschuldet. Was lernen wir daraus? Sanfter Druck, vor allem steter Druck, zwingt das Gegenüber in eine Handlung.Beim Katz und Mausspiel ist es wichtig zu wissen, wer die Katze ist ",reichsbuerger_adjacent
Heinrich auf Tour bei Lutherstadt WittenbergAm Donnerstag den 16.03.2023 ist Heinrich im Raum Lutherstadt Wittenberg auf Vortragstour. Die Veranstaltung beginnt um 16.00 Uhr und für 18.00 Uhr ist ein Pause mit Abendessen nach Wunsch geplant.Die Kosten für Speisen und Getränke müssen allerdings selbst getragen werden. Der genaue Veranstaltungsort wird noch rechtzeitig bekannt gegeben.Die Veranstaltung ist wie alle Veranstaltungen von mir Eintrittsfrei.Die Räumlichkeiten fassen maximal 40 Gäste und darum ist eine frühzeitige Anmeldung empfehlenswert. Angemeldet werden kann sich ausschließlich über die folgende E-Mailadresse.‼Wichtig‼Gebt dazu bitte euren Namen und die Anzahl der Teilnehmer an.vortragWB@web.de,reichsbuerger_adjacent
"Themenkomplex Letzte GenerationJa, der liebe Gott bestraft sofort. Eine Dummbratze der Letzten Generation stolpert über ihre selbst ausgelegte Ölspur. In der Tat, diese Volldeppen gehören definitiv zur letzten Generation der Vollverblödeten.Sie stellen den Höhepunkt der Vollverblödung dar und werden Gott sei Dank aussterben. Manch einer von ihnen wird sich im Reifenprofil eines 38 Tonners verewigen, weil die Ölspur die Bremsung erschwerte, andere werden sich bei ähnlichen Aktionen einen Schädelbasisbruch zuziehen und es könnte passieren, dass wiederum andere dieser Gattung von aufgebrachten Fahrzeugführern, welche bedingt durch die gelegte Ölspur in einen schweren Unfall verwickelt wurden, diese Kackbratzen einfach mit einem Radkreuz erschlagen. Ich verbuche das dann unter natürlicher Auslese.",reichsbuerger_adjacent
"WICHTIG SENSATION - Angela Merkel hat in Donezk im Donbass studiert! Wir haben ihre ehemalige Lehrerin gefunden und mit ihr gesprochen!  TV-Show ""Anti-Fake"" mit Alina Lipp und Wovan und Lexus auf DEUTSCH!Traurig, dass Angela scheinbar ein riesiger Fan der Stadt Donezk war und trotzdem in heutiger Zeit die ukrainischen Streitkräfte dabei unterstützt, eben diese Stadt und seine harmlosen Bürger seit 2014 zu beschießen 🤷‍Übersetzung: Deutsc[h-Russische Nachrichten@neu]( esausrussland",reichsbuerger_adjacent
"Themenkomplex Migration/UmvolkungBrauchen die Deutschen wirklich die Migration?Nein, brauchen sie nicht denn würde die Politik die Familie im gleichen Maße fördern wie es bei der Migration der Fall ist, gäbe es keine Überalterung der Bevölkerung. Gretel Schwab aus Alpirsbach brachte dies in einer Zeitung auf den Punkt.",reichsbuerger_adjacent
"Themenkomplex Souveräne BundesstaatenWaren die einzelnen Bundesstaaten des Deutschen Reich wirklich voll Souverän wie so manch einer behauptet? Wenn man die Verfassungen der Bundesstaaten liest, wird man feststellen das es nicht so war. Verfassung der freien Hansestadt Bremen.vom 20. Februar 1854in der am 1. Januar 1894 publizierten FassungErster Abschnitt. Von dem Bremischen Staat im Allgemeinen.§ 1. Die Stadt Bremen und das mit derselben verbundene Gebiet bilden einen selbständigen Staat unter der Benennung: freie Hansestadt Bremen.Als einer der Bundesstaaten, welche das deutsche Reich bilden, teilt der Bremische Staat die aus dieser Verbindung herfließenden Rechte und Verpflichtungen.§ 2. Erwerb und Verlust der Staatsangehörigkeit bestimmen sich nach den Reichsgesetzen.Bürger des Staats ist jeder Angehörige desselben, welcher den Staatsbürgereid geleistet hat.Verfassung der freien und Hansestadt Hamburgvom 13. Oktober 1879geändert durch Gesetz vom 6. Juli 1888 (GS S. 43 Gesetz vom 22. Juni 1894 (GS S. 112 Gesetz vom 2. November 1896 (GS S. 94 Gesetz vom 3. November 1913 (GS. S. 179.Artikel 1Die Stadt Hamburg und das mit derselben verbundene Gebiet bilden unter der Benennung ""die freie und Hansestadt Hamburg"" einen selbständigen Staat des Deutschen Reiches.Artikel 3Angehörige des Hamburgischen Staates sind Diejenigen, deren hiesige Staatsangehörigkeit nach Maßgabe der Reichsgesetzgebung begründet ist.Artikel 21Hinsichtlich des Hamburgischen Contingents zum Reichsheere werden die nach der Verfassung und den Gesetzen des Deutschen Reiches den Contingentsherren zustehenden Rechte vom Senate ausgeübt, soweit nicht besondere Conventionen ein Anderes bestimmen.Artikel 22Der Senat vertritt den Staat in seinem Verhältniß zum Deutschen Reiche und zum Auslande.Er leitet die Reichs- und auswärtigen Angelegenheiten des Hamburgischen Staates, führt die auf dieselben bezüglichen Verhandlungen, ernennt die Bevollmächtigten bei anderen Staaten und beim Bundesrathe des Deutschen Reiches. Er schließt die Staatsverträge, hat aber vor Ratifizierung derselben die Zustimmung der Bürgerschaft einzuholen.Artikel 65Die Bürgerschaft ist berechtigt, vom Senate Auskunft über Staats-Angelegenheiten zu verlangen. Die entsprechende Verpflichtung des Senats erleidet eine Ausnahme in Betreff obschwebender Verhandlungen in Reichs- oder auswärtigen Angelegenheiten. …",reichsbuerger_adjacent
"alvanischer Strom: Die natürliche Methode zur Behandlung von Entzündungen. Alte verschwiegene Wissenschaft?Holistische Gesundheit Heilung und AufklärungDie Begeisterung für dieses Gerät basiert auf der soliden wissenschaftlichen Grundlage der elektro-galvanischen Heilkunde und ihrer bewährten Wirksamkeit bei der Behandlung von Schadstoffablagerungen und Entzündungen im Körper. Zahlreiche Forschungsberichte belegen, dass elektrische Vorgänge eine zentrale Rolle in den Lebensprozessen von Pflanzen, Tieren und Menschen spielen. Das Galvanische Wechselstromgerät nutzt diese Erkenntnisse, um das körpereigene elektrische Potential zu erhöhen und damit die Gesundheit und Leistungsfähigkeit zu verbessern. Seine Anwendung ermöglicht es, ""niederschwellige Entzündungen"" zu behandeln und den Organismus in Richtung seiner ursprünglichen evolutionären Ordnung zu führen.Das Galvanische Wechselstromgerät hat sich in zahlreichen Studien als äußerst effektiv erwiesen. Eine Metaanalyse von 15 randomisierten kontrollierten Studien ergab, dass die Anwendung galvanischer Ströme die Schmerzen bei rheumatoider Arthritis signifikant reduzieren kann (Quelle: Journal of Clinical Medicine. Eine andere Studie kam zu dem Ergebnis, dass die Verwendung von galvanischem Strom bei der Behandlung von akuten Knöchelverstauchungen die Schmerzen lindert und die Funktion des betroffenen Gelenks verbessert (Quelle: European Journal of Physical and Rehabilitation Medicine.Das Galvanische Wechselstromgerät erweist sich als äußerst nutzerfreundlich und stellt eine vertrauenswürdige, natürliche Alternative zu herkömmlichen, schmerzlindernden Medikamenten dar. Es handelt sich hierbei um eine nicht-invasive Methode, welche in der Regel keine Schmerzen oder unerwünschten Nebenwirkungen verursacht. Des Weiteren kann das Gerät von Menschen jedes Alters problemlos bedient werden. Falls Sie eine natürliche und wirkungsvolle Methode zur Behandlung von Schmerzen und Entzündungen suchen, kann das Galvanische Wechselstromgerät eine mögliche Lösung sein, nach der Sie gesucht haben.Hie[r haben Sie eine ausführliche PDF über die Riesenvorteile des Galvanischen Feinstroms.🩻Hi](             [m-GerätWerte Community wir sind nun au](        f InstagramUnsere Community aus unserem Kanal bekommt einen Nachlass von 10 Prozent, wenn Sie den Code: ""Sunnytime"" beim Erwerb eingeben.Ihre Holistische Gesundheit Heilung und Aufklärung",reichsbuerger_adjacent
"apsöl und Margarine: Gesundheitsgefährdung durch falsche Fette(QHolistische Gesundheit Heilung und Aufklärung""Die Gesundheitsgefährdung durch Rapsöl und Margarine wird leider ernährungswissenschaftlich wie auch von medizinischer Seite völlig ignoriert. Gesunde Fette wie beispielsweise ökologisches Schweineschmalz oder rein biologisch erzeugte Öle von Olivenöl über Sesamöl bis zu den verschiedenen Nußölen werden therapeutisch selten gezielt zur Gesunderhaltung oder zur Wiederherstellung der Gesundheit eingesetzt.Besonders bei Stress und Burnout, aber auch bei Hormonstörungen bis hin zur Unfruchtbarkeit spielen schlechte Fette, aber auch zu wenig Fette eine entscheidende Rolle im Krankheitsprozess.""You[Tube-LinkAb](s[icherungHo](listische Gesundheit Heilung und Aufklärung",reichsbuerger_adjacent
"Immer wenn SternTV und SpiegelTV unsere Proteste als ""rechts"" zu framen versuchen, sollte man sich vor Augen führen, wer der Eigentümer dieser Presseerzeugnisse ist. Spiegel gehört zu Gruner & Jahr, Stern gehört zur RTL-Group. Sowohl Gruner & Jahr als auch die RTL-Group gehören zu Bertelsmann. Bertelsmann ist im Besitz der Oligarchen-Familie Mohn. Heinrich Mohn war ab 1921  Förderer der NSDAP und später Fördermitglied der SS. Sohn Reinhard war Mitglied in HJ, SS und NSDAP. Bertelsmann kooperierte eng mit dem NS-Propagandaministerium und produzierte gr. Mengen Wehrmachtsliteratur. Heute versucht der Konzern diese Geschichte umzuschreiben.Die Zeit-Artikel ""Ein Musterbetrieb"" (2002(gelöschtTAZ-Artikel ""Dünner Schlussstrich"" (2002WDR-Artikel über Reinhard Mohn (2021""Die braune Vergangenheit von Bertelsmann"" (1999Bericht Historiker-Komission (2000",reichsbuerger_adjacent
