real,title
1,MTV is bringing back 'Jersey Shore' with a reboot in 2018
1,Super Bowl commercials
1,Royal Wedding Countdown: Meghan Markle Preparing for Her Big Day With the Help of Designer and Aide
1,31 Celebrities Who Are Still Friends with Their Exes
1,Tamra Judge Shares Post-Facelift Photos: 'I Was Scared S**tless'
1,Justin Timberlake Kisses Eiza González in Futuristic 'Supplies' Video: Watch!
1,Total Divas (season 7)
1,Eric Decker said wife Jessie James Decker 'did great' with national anthem
1,"Gasp! Kylie Jenner Is ""Over"" One of Her Signature Beauty Tricks"
1,Women in Hollywood Share Stories of Sexual Abuse in the Entertainment Industry
1,"Prince William Says He Is Still ""Working On"" a Name for the New Royal Baby—But It May Have Accidentally Been Revealed"
1,"Celebrities with tattooed eyebrows, including Helen Mirren, Coleen Rooney & Michelle Keegan"
1,Why Bachelor Fans Are So Obsessed with Ashley Iaconetti and Jared Haibon's Long-Awaited Romance
1,Once Upon a Time photos: Emma reunites with Hook and Henry
1,Jennifer Garner ‘dating someone new’ after finalizing Ben Affleck divorce
1,Serena Williams' Pregnancy Cravings May Surprise You
1,Veep stars respond to Australian MP who knocked himself out laughing at episode
1,Jonas Brothers and Other Celebs Party at Pre-2018 Grammys Bashes
1,Gal Gadot teases Wonder Woman 2 in deep-dive interview
1,Amber Heard addresses her sexuality: 'I don't identify as anything'
1,How to Watch the 2018 Golden Globes for Free
1,'Power Rangers' Cast Lobbying for a Female Green Ranger in Sequel
1,"Heather Locklear arrested for attacking cop, EMT"
1,Marilyn Manson Injured During Onstage Prop Accident At New York Concert
1,"Kristen Bell Performs 'Frozen' Songs at Hurricane Irma Shelter, Continues to Rescue Co-Stars' Families"
1,Teen Mom 3 Alum Mackenzie McKee's Mom's Cancer Has Spread
1,Ariana Grande pens powerful essay after terrorist attack at her Manchester concert
1,"Kylie Jenner and Travis Scott on Love, Making It Work, and the Kardashian Curse"
1,Remarks by the President at CNBC Town Hall Discussion on Jobs
1,WWE 'Total Divas' Star Nikki Bella on Twin Sister Brie's Pregnancy
1,Brooklyn Beckham gushes over Chloe Moretz in sweet snap
1,Ariana Grande performs new single with Jimmy Fallon's Nintendo Labo instruments
1,Radio Disney Music Awards 2018: Complete List of Nominations
1,"Chris Pratt Jokes That His Son ""Doesn't Like Him as Much"" as the Rest of the Avengers: Infinity War Characters"
1,Han finds out Chewbacca’s age in new Solo: A Star Wars Story trailer
1,"Jimmy Fallon, Backstreet Boys Sing ""I Want It That Way"" (Classroom Instruments)"
1,List of Marvel Cinematic Universe films
1,"Obama for America TV Ad: ""Firms"""
1,"Once Upon a Time: Ginnifer Goodwin, Josh Dallas, Emilie de Ravin, Jared Gilmore exit"
1,Famously Single Recap: The Cast Hosts a Wild Mixer That's Full of Drama—Of Course
1,What Happens to Ryan Murphy's Shows on FX?
1,Wednesday Wake-Up Call: Steven Spielberg tells Carl's Jr. to cease and desist with its 'SpielBurgers'
1,10 Stunning Details You Need to See From A Wrinkle in Time Premiere
1,"Led by Aly Raisman, more than 140 Larry Nassar victims accept Arthur Ashe Courage Award at ESPYS"
1,Jay-Z Talks About Current Relationship With Kanye West: ‘He Knows He Crossed the Line’
1,"Zayn Malik Fans Think Sofia Jamora in His ""Let Me"" Video Looks Like Ex Gigi Hadid"
1,Reese Witherspoon Reveals She Was Sexually Assaulted by Director When She Was Just 16
1,Gypsy (TV series)
1,15 Denim Skirts to Snag for Summer
1,The first look of Renee Zellweger as Judy Garland in 'Judy' will send you over the rainbow
1,"Rebel Wilson Jokes That She, Too, Secretly Got Married in Hilarious Birthday Post"
1,Big shoes to fill! AnnaSophia Robb swaps her high heels for comfy UGG boots on set of The Carrie Diaries
1,12 Times Kim Kardashian Has Publicly Defended Kanye West
1,'Jersey Shore' star Mike 'The Situation' Sorrentino sentenced 8 months on tax evasion charges
1,"'Everything Was a Struggle.' Bethenny Frankel on How She Went From $20,000 in Credit Card Debt to a $100 Million Skinnygirl Deal"
1,Lin-Manuel Miranda taps The Decemberists for unused Hamilton song “Ben Franklin’s Song”: Stream
1,Brazilian court rules Ryan Lochte can be prosecuted on charge of filing false report
1,"Cardi B Talks Fame, Future, and Feminism"
1,Jonathan Van Ness from Queer Eye Reflects on Weight Loss Journey
1,13 Reasons Why We're Missing Kendall Jenner at Fashion Month
