content,category
"Ad-testing firms are using real-time software, webcams to find out if ads resonate with customers.",real_news
Ground penetrating radar will give a clearer picture of the story of Trimontium in the Borders.,real_news
President Putin has for years warned Russia's richest to protect themselves against sanctions.,real_news
"Russia answers resistance with big guns and sieges. Ukrainians pray that will not happen to them, writes the BBC's Jeremy Bowen in Kyiv.",real_news
The award-winning director is championing women in Hollywood after a break away from the big screen.,real_news
"In the second week of war, the BBC's Ukrainian editor says empty shelves are an increasing reality.",real_news
President Putin's devastating attack on Ukraine leaves countries in the region worried about their future.,real_news
"Two writers on being Welsh when your appearance does not ""match an accepted aesthetic of Welshness"".",real_news
The pandemic and changing family structures have highlighted how young parents are struggling with childcare.,real_news
Manchester United legends savage the club's performance in their 4-1 derby defeat by Manchester City.,real_news
England seam bowler Ollie Robinson has been ruled out of the first Test against West Indies with a back injury.,real_news
Who is a candidate for manager of the season? Who could play until he's 40? And who is back to their best? Find out in Garth Crooks' latest Team of the Week.,real_news
Joe Perry beats Judd Trump 9-5 to win the Welsh Open title for the first time at Celtic Manor Resort in Newport.,real_news
Britain's Menna Fitzpatrick and Neil Simpson both win their second medals of the Beijing Winter Paralympics with super combined bronze.,real_news
MOTD2 pundit Danny Murphy feels Manchester City played like they had a point to prove against Manchester United and their second-half performance was an emphatic statement to anyone who doubted them.,real_news
Explore the data on coronavirus in the UK and find out how many cases there are in your area.,real_news
"All legal Covid restrictions in England have ended, with Wales and Scotland also removing rules.",real_news
"The UK is moving to its ""living with Covid"" phase, but the virus still needs to be watched closely.",real_news
"Care workers in England won't need to be vaccinated, and some people will get a fourth Covid jab.",real_news
Rules around face coverings are easing across the UK but they are still required in some settings.,real_news
"What can you expect if you have Covid, and when should you get extra help?",real_news
Key maps and charts explaining how the virus has spread around the world.,real_news
"People with Covid in England are no longer legally required to self-isolate, although it is still recommended.",real_news
The government is scrapping free Covid tests for most people in England.,real_news
"From Friday, fully vaccinated people travelling to the UK no longer have to take any Covid tests.",real_news
The government has announced the end of all Covid restrictions in England.,real_news
Consumers are feeling the impact of higher energy costs as fuel prices and household bills jump.,real_news
Seven crew members were rescued after the Peterhead-registered Njord got into difficulty in the North Sea.,real_news
A 19-year-old Irish woman is among hundreds of international students taking cover in Sumy.,real_news
The family were posing for a photo when a shooting star shot through the background.,real_news
Three crew members were airlifted to hospital after the Peterhead-registered Njord got into difficulty.,real_news
"Lesya and Valeri, both civil defence volunteers, tied the knot at a check-point near Kyiv.",real_news
Investors fear global economic shock as West considers ban on buying Russian energy.,real_news
"Boris Johnson is to meet the Canadian and Dutch PMs, as the UK's refugee policy comes under scrutiny.",real_news
Three crew members were airlifted to hospital after the Peterhead-registered Njord got into difficulty.,real_news
Thai police say there's no sign of foul play in the cricketer's death while on holiday on Koh Samui.,real_news
Match of the Day 2's Danny Murphy and Troy Deeney analyse how the combination play between Phil Foden and Kevin de Bruyne helped Manchester City beat Manchester United 4-1.,real_news
Suzie Bates hits 79 not out on her home ground to lead New Zealand to a nine-wicket victory over Bangladesh at the Women's World Cup.,real_news
"Investors fear global economic shock, with rising petrol and energy bills causing more pain for households.",real_news
"Boris Johnson is to meet the Canadian and Dutch PMs, as the UK's refugee policy comes under scrutiny.",real_news
He was one of three crew members airlifted to hospital after they were found on the keel of the boat.,real_news
Thai police say there's no sign of foul play in the cricketer's death while on holiday on Koh Samui.,real_news
Russian gymnast Ivan Kuliak is being investigated after wearing a national war symbol on his leotard as he stood next to a Ukrainian rival on the podium in Qatar on Saturday.,real_news
"At the central train station in Lviv, many thousands arrive after fleeing bombed out cities further east.",real_news
The EU says up to four million people may try to escape the war in Ukraine.,real_news
A 19-year-old Irish woman living in Sumy is making an attempt to leave the city amid Russian attacks.,real_news
"Girikumar Patil, who bought two big cats, said he will not leave home without his pets.",real_news
Vivianne Miedema becomes the first player to reach 100 Women's Super League goal contributions as leaders Arsenal see off a late Birmingham charge to win 4-2 at Meadow Park.,real_news
The Queen returns to in-person meetings with what appears to be a subtle show of support for Ukraine.,real_news
"Investors fear a global economic shock, with rising fuel bills causing more pain for households.",real_news
The actress played Nurse Gladys Emmanuel opposite Ronnie Barker and Sir David Jason in the sitcom.,real_news
The pop singer is accused by two songwriters of copying parts of his 2017 hit Shape Of You.,real_news
The grime artist was found guilty of assaulting his former partner in London last year.,real_news
"Boris Johnson calls for more support for Ukraine, amid scrutiny of the UK's refugee policy.",real_news
Three crew were flown to hospital after being found on the keel of the boat which sailed from Peterhead.,real_news
A man and woman are arrested on suspicion of a dangerous dogs offence after a three-month-old dies.,real_news
"Even after a mild infection, the overall size of the brain had shrunk, researchers found.",real_news
An inquest is being held after Corrie Mckeague vanished after a night out in Suffolk.,real_news
"At the central train station in Lviv, many thousands arrive after fleeing bombed out cities further east.",real_news
"Russia says it will offer civilians an evacuation route, but only to territory in Russia and Belarus.",real_news
The UN says four million people may try to escape the war in Ukraine.,real_news
Prices for everyday items could go up at a time when the cost of living is already rising.,real_news
A 19-year-old Irish woman living in Sumy is trying to leave the country amid Russian attacks.,real_news
"Will the Economic Crime Bill really tackle Putin's money - or is it too little, too late?",real_news
"The decision to declare Wales prop Tomas Francis fit to face France in the Six Nations in Cardiff on Friday has been described as a ""grave mistake"".",real_news
Iain Henderson is back in Ireland's squad for the Six Nations game against England but Jordan Larmour will miss the rest of the tournament.,real_news
"Jonny Gray, Adam Hastings and two others join the Scotland squad before Saturday's Six Nations meeting with Italy in Rome.",real_news
"Former West Indies captain Sir Viv Richards, one of the greatest batters of all time, speaks to BBC Sport on his 70th birthday.",real_news
Russian gymnast Ivan Kuliak is being investigated after wearing a national war symbol on his leotard as he stood next to a Ukrainian rival on the podium in Qatar on Saturday.,real_news
Thai police say there's no sign of foul play in the cricketer's death while on holiday on Koh Samui.,real_news
"Silent and weeping, a stream of civilians with backpacks try to outpace the Russian shells.",real_news
The Ukrainian president will speak via video link to British politicians on Tuesday.,real_news
The Queen returns to in-person meetings with what appears to be a subtle show of support for Ukraine.,real_news
"Investors fear a global economic shock, with rising fuel bills causing more pain for households.",real_news
"The actress played Nurse Gladys Emmanuel in the sitcom, and appeared in Come Outside and EastEnders.",real_news
"Boris Johnson says the UK will be ""very generous"" - but is facing calls to help more people fleeing.",real_news
The grime artist was found guilty of assaulting his former partner in London last year.,real_news
The pop singer is accused by two songwriters of copying parts of his 2017 hit Shape Of You.,real_news
Food and drink giants have been criticised on social media for failing to speak out on Ukraine's invasion.,real_news
"Meanwhile, the German chancellor says there is no alternative to Russian supplies at the moment.",real_news
Seven people are dead after tornadoes packing winds of up to 138 mph (222kph) tore through Iowa.,real_news
Russia is still bombarding cities despite offering escape routes. Here's your guide to day 12 of the war.,real_news
"In Russia, the 'Z' is fast becoming seen as a staunchly pro-war symbol - what does it mean?",real_news
"The nuclear power plant was seized on day one of Russia's invasion, and workers have not left since.",real_news
"""No visa for at least another week,"" said Misha, simply. ""No-one can help us in Calais.""",real_news
The UN says four million people may try to escape the war in Ukraine.,real_news
"Rita and her children were trapped in Ukraine when Russia invaded. After spending a week in their basement, they've finally been reunited with Rita's husband and their father Andy.",real_news
The show where Zelensky's character becomes the unlikely president of Ukraine is airing in the UK.,real_news
A 19-year-old Irish woman living in Sumy is trying to leave the country amid Russian attacks.,real_news
"Red Bull team principal Christian Horner accuses rivals Mercedes of ""bullying"" behaviour resulting in the removal of race director Michael Masi.",real_news
Manchester United's players are becoming increasingly concerned at the managerial void at Old Trafford as their season continues to unravel.,real_news
Louis Lynagh withdraws from the England squad before Saturday's Six Nations meeting with Ireland following a positive test for Covid-19.,real_news
Explore the data on coronavirus in the UK and find out how many cases there are in your area.,real_news
A top official says Russia may close its gas lines to Germany if the West halts oil imports.,real_news
The Ukrainian president will speak via video link to British politicians on Tuesday.,real_news
"It is an increase on the 50 previously announced, and thousands more are being processed.",real_news
"The war in Ukraine will lead to an even tighter squeeze on living standards this spring, a think tank says.",real_news
"A buyer hasn't been found for the ailing supplier, so the the taxpayer will have to keep funding it.",real_news
"The world's largest rainforest is fast losing its ability to bounce back from human impacts, researchers say.",real_news
"The Ukraine war could push millions closer to starvation, the boss of the World Food Programme says.",real_news
A survey for the BBC suggests 43% of women have experienced unwelcome touching in public.,real_news
The CDC says 92% of reported side effects after the Pfizer and Moderna vaccines are mild.,real_news
"Videos from social media show some Russian citizens, at home and abroad, protesting the war in Ukraine.",real_news
The package of financial support for Ukraine includes a $100m pledge from the UK.,real_news
Food and drink giants have been criticised on social media for failing to speak out on Ukraine's invasion.,real_news
The BBC's Fergal Keane travels on a bus with disabled children fleeing the bombed city of Kharkiv.,real_news
False claims have been spreading that the Ukraine war is a hoax and that actors have been involved in staging events.,real_news
The growing humanitarian crisis in Ukraine and soaring energy prices lead Tuesday's front pages.,real_news
"Alex's house was destroyed by shelling, and he and his bandmates are sheltering in their basement studio.",real_news
Designer and fashion icon Vera Wang speaks about ageism and her experience of going viral at 72.,real_news
The Killing Eve star reveals why she jumped at the chance to join Pixar's latest film Turning Red.,real_news
Valerisssh has posted videos online of her standing outside shelled buildings.,real_news
A 19-year-old Irish woman living in Sumy is trying to leave the country amid Russian attacks.,real_news
Many countries do not record femicide - the most extreme form of gender-based violence - so activists are doing it themselves.,real_news
Disgruntled young men who resent feminism are the focus of candidates vying to be president.,real_news
Elaine Horne donated a kidney to her 23-year-old son Luke after he almost died from kidney failure.,real_news
Indian doctors hope big investment and smart tech will improve a fragmented healthcare sector.,real_news
BBC Radio 4's Today listeners share their ideas for ways to help Ukrainians in their time of need.,real_news
"Scotland and Ukraine's World Cup play-off semi-final, scheduled for 24 March, is postponed.",real_news
"With Angel City FC kicking off their debut NWSL campaign this month, Eni Aluko tells BBC Sport about moving to LA and meeting the club's all-star backers.",real_news
World number three Alexander Zverev faces an eight-week ban from tennis if he repeats the behaviour which led to his expulsion from the Mexican Open.,real_news
"Joe Root admits he thought ""long and hard"" about his future as England captain but believes he is the right man to ""take the team forward"".",real_news
"Football Focus visits Women's Super League champions Chelsea to discover how their players, and their coach Emma Hayes, have changed women's football over the past few years.",real_news
A top official says Russia may close its gas lines to Germany if the West halts oil imports.,real_news
"The UK has granted visas to 300 refugees fleeing the war in Ukraine so far, the Home Office says.",real_news
Five things you need to know about the coronavirus pandemic this Tuesday morning.,real_news
What do experts make of the diet Shane Warne was on?,real_news
Will Tyson Fury hang up his gloves after facing Dillian Whyte? Plus Anthony Joshua announces new trainer and Amir Khan reportedly wants a rematch with Kell Brook. It's Fight Talk.,real_news
Alyssa Healy helps Australia secure a comfortable seven-wicket win against Pakistan at the Women's World Cup.,real_news
"The US bans Russian oil, targeting the Russian economy's ""main artery"" over its invasion of Ukraine.",real_news
Ukrainians are determined to defend their capital city as Russian troops prepare for an assault.,real_news
"Ros Atkins looks at the UK's response to refugees fleeing Ukraine, and its family visa scheme.",real_news
Western companies are turning their backs on Russia amid sanctions and violence in Ukraine.,real_news
"Plans to ban or curb Russian oil and gas imports will further hit UK living standards, analysts say.",real_news
"Ukrainian president calls for Russia to be recognised as a ""terrorist state"" in a speech to the Commons.",real_news
Flights linked to Russia are also criminalised in measures targeting figures close to the Kremlin.,real_news
"Pasha Lee, 33, had signed up to defend his country at the start of the war.",real_news
The number of children missing at least half of school is also greater than previously thought.,real_news
"Detectable changes involving gut microbes ""could provide"" a warning sign that a tumour is present.",real_news
Social media sites may soon be legally required to stop scam adverts under new online safety laws.,real_news
A US judge has signed off court papers concluding the court case brought by Virginia Giuffre.,real_news
James Brittain-McVey tells MPs he wishes he had talked to friends about worries over how he looked.,real_news
"Ukrainian cities are now occupied by Russian troops, and residents are not making them feel welcome.",real_news
Russia says it may cut off gas supplies if countries decided to ban Russian oil.,real_news
"After four days on the run, three-year-old Polina and her mother have made it out of Ukraine.",real_news
Russian has struggled to gain air supremacy as Ukrainian forces make use of missiles supplied by the West.,real_news
Families of Russian soldiers in Ukraine tell the BBC the men had no idea what they were getting into.,real_news
The presenter reflects on the indomitable locals he met in Kyiv - convinced they would defeat the Russians.,real_news
The Ukrainian president's address to the Commons and a ban on Russian oil imports dominate the papers.,real_news
President Zelensky makes an historic address in the House of Commons about the invasion by Russia.,real_news
"Ukrainian President Volodymyr Zelensky, a comedian who had no experience of politics when elected, has emerged as a convincing war leader.",real_news
"Henri Seydoux, founder and CEO of French drone specialists Parrot, shares his business advice.",real_news
The child was filmed singing the track from the Disney film while sheltering in a Ukraine basement.,real_news
A 19-year-old Irish woman living in Sumy is observing a travel curfew as she tries to leave Ukraine.,real_news
More than 535 doctors from Ukraine joined a call to be taught how to treat injured people.,real_news
The Ukrainian president reveals his location in Kyiv in a new video shared on social media.,real_news
There's frustration and fury among MPs at the Home Office's response to those fleeing the war.,real_news
Private military contractors see surging demand in Ukraine - but could the work turn mercenary?,real_news
The global internet is under threat as the conflict in Ukraine continues.,real_news
How is the government helping Ukrainian refugees in the UK and in countries neighbouring Ukraine?,real_news
"With large numbers of nurses emigrating, patient care is suffering as there are not enough staff.",real_news
Stories about Covid rule breaking in No 10 have gone away but police activities are continuing.,real_news
England engineer their own downfall in a damaging seven-run defeat by West Indies at the Women's World Cup in Dunedin.,real_news
"Liverpool's seven-match winning run in the Champions League is ended by Inter Milan, but Jurgen Klopp's side progress to the quarter-finals with a 2-1 aggregate win.",real_news
Jonny Bairstow's hundred rescues England after another batting collapse on day one of the first Test against West Indies in Antigua.,real_news
Robert Lewandowski scores the earliest ever Champions League hat-trick as Bayern Munich thrash Red Bull Salzburg 6-2 on aggregate to reach the quarter-finals.,real_news
Andy Murray pledges to donate his earnings from prize money for the rest of the year to help children affected by Russia's invasion of Ukraine.,real_news
Wales' World Cup play-off semi-final against Austria later this month will be played as scheduled.,real_news
West Indies' Deandra Dottin takes a sensational catch to dismiss England's Lauren Winfield-Hill at the Women's World Cup.,real_news
"False claims about chemical weapon development are a Russian ploy to justify more attacks, says Jen Psaki.",real_news
Vadym Prystaiko says most people fleeing Russia's invasion are women with children and not a threat.,real_news
The move could ease a supply crunch as the West and allies shun Russian oil.,real_news
The foreign secretary will use a speech in Washington to argue for stronger action against Russia.,real_news
"Private militias are ""scouring"" social media to recruit former soldiers, veterans say.",real_news
The country is expected to see a deep recession this year due to the impact of the Russian invasion.,real_news
In BBC interview Ukraine central bank boss proposes long list of extra financial sanctions on Russia,real_news
"The chancellor must decide whether to borrow more or allow household budgets to be squeezed further, the IFS says.",real_news
Three people died when the train hit a landslide in heavy rain in Aberdeenshire in 2020.,real_news
"A brave father threw his son, 3, from the window of a burning building down to first responders.",real_news
"The snakes and horned lizards were ""concealed in the man's jacket, pants pockets and groin area"".",real_news
Novak Djokovic withdraws from Indian Wells and the Miami Open - the first two Masters Series events of the year - because of US coronavirus rules.,real_news
Karim Benzema scores a superb second-half hat-trick as Real Madrid produce a stirring fightback at a raucous Bernabeu to reach the Champions League quarter-finals at the expense of Paris St-Germain.,real_news
"Amid a protest crackdown, young people are still risking freedom to oppose the conflict in Ukraine.",real_news
A veteran of the Soviet-Afghan war is among many older Ukrainians now seeking refuge abroad.,real_news
Ros Atkins looks at why global food price rises appear inevitable as a consequence of Russia invading Ukraine.,real_news
The department is trying to convince an increasingly sceptical nation it has control of the situation.,real_news
A hospital is attacked as civilians try to escape. Here is your guide to the 14th day of fighting.,real_news
A picture of a pregnant woman being carried from the wreckage in Mariupol dominates the papers.,real_news
Dolly Parton has written her first novel with the help of best-selling author James Patterson.,real_news
The 12-year-old wrote to Disney three years ago asking them to create a lead female character with glasses.,real_news
Video captured by underwater robots of the shipwreck shows Endurance to be in remarkable condition.,real_news
"The boss of Halifax's Acapulco club says its ""crazy"" floor covering holds years of memories.",real_news
"Guy Reffitt was convicted of taking part in the 6 January riots, in part due to testimony from his own son.",real_news
The PM claimed the UK had done more to resettle vulnerable people than any other European country.,real_news
"Prime Minister Naftali Bennett is an unlikely mediator between Kyiv and Moscow, Tom Bateman says.",real_news
Musician Shona chose to have her leg amputated after years of pain - now she's a Paralympian.,real_news
Low water levels mean riverside communities lose much of their income and their mode of transport.,real_news
"Azeem Ahmad, who donated one of his kidneys to a stranger, says, years on, he still has no regrets.",real_news
"Baldwin was played by Toby Jones in the Bafta-winning BBC film Marvellous, which is now on stage.",real_news
A mixed showing from England's bowlers allows West Indies to edge an attritional second day of the first Test in Antigua.,real_news
An emotional Tiger Woods chokes back the tears as he is inducted into the World Golf Hall of Fame on Wednesday after a moving speech by his 14-year-old daughter Sam.,real_news
Is it too dark? Should I wear something different? BBC Sport looks at the reality of being a woman out running and what is done to make it safer.,real_news
Ex-Haas driver Nikita Mazepin and his father Dmitry are added to a list of Russians sanctioned over the invasion of Ukraine.,real_news
"Manchester City manager Pep Guardiola says he has learned to ""enjoy the moment"" as his side cruise into the quarter-finals of the Champions League with a 0-0 draw against Sporting Lisbon.",real_news
MOTDx meets Liverpool midfielder Harvey Elliott to discuss his family's role in his recovery from serious injury and their pride in his place in Champions League history,real_news
Quentin Sommerville and cameraman Darren Conway are with Ukrainian forces fighting to stop the Russian advance on the country's second city.,real_news
"The convoy has now largely dispersed, with artillery set up in firing positions, a US company says.",real_news
"Details of a sponsorship visa scheme to host Ukrainians will be revealed on Monday, Boris Johnson says.",real_news
Reputational risk and practical difficulties are making it harder to do business in the country.,real_news
Posts from the Russian embassy in the UK claiming the bombing of a maternity hospital was faked have been taken down.,real_news
"Meta, the owner of Facebook and Instagram, will temporarily make allowances for some violent speech.",real_news
"A Chicago judge told Jussie Smollett that he has ""turned his life upside down"" with the hoax.",real_news
The US says the two recent tests were a 'serious escalation' and vows to further sanction N Korea.,real_news
Chelsea FC owner Roman Abramovich one of seven oligarchs sanctioned by the UK government.,real_news
Chelsea beat bottom club Norwich as Mason Mount scores one and makes another on the day his club's long-term future is thrown into uncertainty.,real_news
"Official records say six million have died, but the true figure may be over 18 million, say researchers.",real_news
The probe will look at areas including preparedness and the public health response to the pandemic.,real_news
"A report says school closures damaged learning in England, with big regional differences.",real_news
The BBC spent a week with Ukrainian forces in Kharkiv as they fight to stop a further Russian advance.,real_news
"Photos and satellite images show the devastation caused to the southern Ukrainian city, which is encircled by Russian troops.",real_news
Tens of thousands of children in Ukrainian state care are in desperate need to get out of the country.,real_news
"If Russia has carried out war crimes in Ukraine, how could Putin or senior officers be brought to justice?",real_news
Luke Morgan has spent the last fortnight helping his wife's family get to the UK from Ukraine.,real_news
Western nations have imposed severe sanctions on Russia over its invasion of Ukraine.,real_news
On the frontline in the battle for Kharkiv - and Ukrainians rescue their grandmothers from Russian shelling.,real_news
Drone footage appears to show Russian tanks under attack on the outskirts of Kyiv.,real_news
An unexploded 500kg (1102lb) bomb was discovered in Chernihiv in northern Ukraine.,real_news
What do sanctions imposed on Roman Abramovich mean for Chelsea and the club's supporters? BBC Sport answers some of the key questions.,real_news
"What is a thermobaric or vacuum bomb, and why is Russia using them in the war in Ukraine?",real_news
"Claims the Chelsea owner has ""blood on his hands"" and a plea to host refugees feature in the papers.",real_news
How closely have you been paying attention to what's been going on during the past seven days?,real_news
The BBC spoke to four black women about their experiences with pregnancy loss in the US healthcare system.,real_news
"Nearly 20,000 international volunteers have signed up to fight alongside Ukrainian forces, officials say.",real_news
The BBC follows some of the thousands of students who've been evacuated from the war.,real_news
Will decided to help after finding out from his mum a war was taking place.,real_news
"The piece was by David Costa, an artist who worked with Elton John, The Beatles and Queen.",real_news
A bag of weapons found before she died has been linked to killer Michael Sellers.,real_news
"An energy strategy is due - but can it get the UK off Russian gas, cut bills and help the environment?",real_news
The real reasons companies are making an extra effort to find out if their staff are happy or not.,real_news
"The thousands of manuscripts contain centuries of African writing on maths, medicine and more.",real_news
Russia has threatened to cut off gas supplies if countries ban its oil.,real_news
Thomas Tuchel says Chelsea face an uncertain future but vows the team will keep competing on the pitch.,real_news
An uninspiring England toil as Nkrumah Bonner's determined century puts West Indies on top after day three of the first Test in Antigua.,real_news
Rangers take a significant step towards the Europa League quarter-finals with a pulsating statement win over Red Star Belgrade at a raucous Ibrox.,real_news
Mercedes are at the centre of a row over the legality of their car after introducing a radical new design at the second pre-season test.,real_news
Chelsea manager Thomas Tuchel is hopeful a solution will be found to keep the club going after sanctions were imposed on owner Roman Abramovich.,real_news
Chelsea bounce back from their Continental Cup final defeat and thrash West Ham to go within five points of league leaders Arsenal with two games in hand.,real_news
"As Russian forces continue their slow advance, Kyiv's residents fear the worst for their city.",real_news
"In the southern city of Mykolaiv, Ukrainian forces are battling to stop the Russian advance.",real_news
Funerals are held for the first Ukrainian victims of the Ukraine-Russia war.,real_news
Chelsea's credit card facilities are temporarily suspended while banks assess the implications of the sanctions imposed on Russian billionaire owner Roman Abramovich.,real_news
War in Ukraine has focused minds on how to get enough affordable energy for homes and businesses.,real_news
There is growing concern that tougher regulations for funeral plan providers could hit many customers.,real_news
"It comes after the BBC is shown a letter which also claims ""gay affection"" is cut from Pixar content.",real_news
Parents seeking gender transition for their children may not be investigated for so-called abuse.,real_news
France keep alive their dreams of a first Grand Slam and Six Nations title since 2010 with a tense 13-9 victory over Wales.,real_news
Zak Crawley hits his second Test hundred as England dominate West Indies on day four of the first Test to set up an outside chance of victory.,real_news
"The Queen will not attend next week's service at Westminster Abbey, Buckingham Palace says.",real_news
Politicians who voted to recognise two areas of Ukraine as independent have their UK assets frozen.,real_news
"A form of Omicron called BA.2 is now the most common variant in most of the UK, figures suggest.",real_news
The picturesque western city of Lviv is racing to protect is cultural and religious artefacts.,real_news
"Social media channels and private messaging groups are being used to recruit, the BBC has learned.",real_news
The BBC finds no evidence for Russian claims that Ukraine is developing biological weapons with US support.,real_news
A Norwegian computer expert has made a system for volunteers to email millions of Russian people about the war,real_news
Western nations have imposed severe sanctions on Russia over its invasion of Ukraine.,real_news
"Mariana Vishegirskaya, a beauty blogger, has reportedly given birth to a baby girl.",real_news
"Vladimir Putin paves the way for foreign fighters to join the war, while Russia widens its attacks.",real_news
Extraction unit evacuating orphanages in the war zone say traffickers targeted children at the Ukraine border.,real_news
BBC correspondents Lyse Doucet and Jenny Hill answer readers' questions on Ukraine,real_news
The BBC spent a week with Ukrainian forces in Kharkiv as they fight to stop a further Russian advance.,real_news
Reputational risk and practical difficulties means the exodus of firms is growing but some remain.,real_news
What do sanctions imposed on Roman Abramovich mean for Chelsea and the club's supporters? BBC Sport answers some of the key questions.,real_news
The coming battle for Ukraine's capital and the ongoing fallout dominates the headlines.,real_news
Georgie received an anonymous tip-off on Facebook that intimate photos of her were being shared online.,real_news
What do you do when your collection of millions of books keeps growing but your bookshelves don't?,real_news
"Alex, Alistair and Theo are among a community of ""urban explorers"" who document the history of decaying structures.",real_news
"A selection of powerful images from all over the globe, taken in the past seven days.",real_news
A charity competition is encouraging school kids to get entrepreneurial and make their own products.,real_news
This is the first time the free-from category produced an overall winning pie.,real_news
Experts believe a drone that crashed in Zagreb was a Soviet-era type used by the Ukrainian military.,real_news
The movie review show presented by critic Mark Kermode and presenter Simon Mayo will end in April.,real_news
"A jury has sentenced the US actor for lying about being the victim of a racist, homophobic attack.",real_news
Authorities in Honduras destroy cocaine seized in various operations in the country since 2020.,real_news
"Lena Kamolikova came from London to collect her Ukrainian mother Raisa, but they face a lengthy process to apply for a UK visa.",real_news
Four black women explain their devastating experiences with pregnancy loss in US healthcare system.,real_news
"The Scot made his acting debut in Ken Loach's gritty drama Sweet Sixteen, released 20 years ago.",real_news
How so-called scalpers use online bots to snap up consoles and resell them for profit.,real_news
"Bryn Perry, from Pembrokeshire, recycles leftover whey from his cheese-making to produce the spirit.",real_news
"Australians are reeling from one of their worst natural disasters, but many despair at a sense of déjà vu.",real_news
The authorities are struggling to keep a lid on pro- and anti-Russian views being discussed online.,real_news
Tetyana Nesterchuk is safe in London while her sister Mariia has chosen to stay in war-torn Ukraine.,real_news
Explore the data on coronavirus in the UK and find out how many cases there are in your area.,real_news
"For abuse survivors, Friday's apology has been hard fought - but the years of pain are as vivid as ever.",real_news
"MPs are not short of ideas for the chancellor to help struggling families, but all come at a price.",real_news
"Emma Raducanu gets past Caroline Garcia, while fellow Brit Harriet Dart overcomes Elina Svitolina to reach the third round at Indian Wells.",real_news
Andy Murray fights back from a set down to beat Taro Daniel 1-6 6-2 6-4 in the first round at Indian Wells as he secures a 700th win on the ATP Tour.,real_news
Britain's Menna Fitzpatrick narrowly misses another Winter Paralympic medal with fourth in the visually-impaired slalom.,real_news
"England have promised physicality, but will also need unseen accuracy and ambition to derail a resurgent Ireland in Twickenham showdown.",real_news
Watch highlights as France keep alive their dreams of a first Grand Slam and Six Nations title since 2010 with a tense 13-9 win over Wales.,real_news
"West Indies' Hayley Matthews takes a ""sensational"" catch at first slip to remove India's Deepti Sharma during their Women's World Cup match in Hamilton.",real_news
"Martin Johnson praises Dan Biggar's ""very impressive"" performance in Wales' narrow 13-9 defeat to France at the Principality Stadium.",real_news
New attempts are under way to get civilians out of bombed Ukrainian cities as Russia's attack intensifies.,real_news
"Households are encouraged to join the ""national effort"", but critics say the plan falls short.",real_news
